customer_id,segment,C1,C2,C3,C4,C5,G1,G2,G3,P1,P2,P3,P4,D1,D2,D3,A1,A2,A3,A4,A5,sar_last_12m,onboarded
NG-10360,Sole trader,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Under 2k a month,"Enabled, unused","Mandate, evidenced","Digital, own app",Documents face to face,Comparison site,"5k to 25k, consistent",10 to 30 percent,None,Named businesses,Consistent,No,2025-05-08
NG-10197,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Savings only,Under 2k a month,Not enabled,Sole party,Branch,"Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-11-12
NG-10220,Personal,Individual,Natural person,Employed or pension,No match,"Adverse media, unproven",United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,"Digital, assisted","Electronic, two sources",Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Unresolved,No,2024-08-19
NG-10027,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Named businesses,"Minor, explained",No,2024-02-20
NG-10357,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,False positive,United Kingdom,UK tax residence only,Unlisted countries,"Business account, basic",2k to 10k a month,Occasional payments,Sole party,Branch,"Electronic, one source",Comparison site,"5k to 25k, consistent",10 to 30 percent,Over 40 percent,Many individuals,Consistent,No,2024-09-06
NG-10088,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,"Joint, related",Branch,"Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-02-23
NG-10351,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, one source",Customer referral,Above sector expectation,30 to 60 percent,None,Many individuals,Resolved on follow-up,No,2024-12-10
NG-10116,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,Up to 10 percent,Employer and retail,Consistent,No,2024-03-10
NG-10186,Personal,Individual,Natural person,Employed or pension,No match,False positive,United Kingdom,UK tax residence only,Unlisted countries,"Current account, no overdraft",Under 2k a month,Occasional payments,Sole party,"Digital, own app",Certified copies,Direct,"Under 5k, consistent",Up to 10 percent,10 to 40 percent,Employer and retail,Consistent,No,2025-09-23
NG-10173,Personal,Individual,Natural person,Employed or pension,No match,False positive,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Named businesses,Consistent,No,2024-02-08
NG-10261,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",No cash credits,Up to 10 percent,Employer and retail,Consistent,No,2024-11-25
NG-10112,Personal,Sole trader or joint,Natural person,Employed or pension,PEP family or associate,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Occasional payments,Sole party,Unsupervised intermediary,"Electronic, two sources",Comparison site,"5k to 25k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-07-07
NG-10025,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Under 2k a month,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2025-12-24
NG-10264,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,Occasional payments,"Joint, related","Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-02-28
NG-10105,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Comparison site,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-12-26
NG-10216,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,Yes,2025-04-24
NG-10144,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,"Current account, no overdraft",2k to 10k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Customer referral,"5k to 25k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,"Minor, explained",No,2024-09-26
NG-10174,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,FATF call for action,Current account with credit,Under 2k a month,Regular payments,"Joint, related","Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-03-18
NG-10350,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,FATF increased monitoring,"Business account, cash and international",2k to 10k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,Up to 10 percent,Named businesses,Consistent,No,2024-01-27
NG-10079,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",10 to 30 percent,Over 40 percent,Named businesses,Consistent,No,2025-02-01
NG-10126,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,"Weaker AML, unlisted",Current account with credit,Under 2k a month,"Enabled, unused",Sole party,Telephone and branch,"Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,Up to 10 percent,Employer and retail,Consistent,No,2025-08-27
NG-10048,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,"Enabled, unused","Joint, related","Digital, own app","Electronic, two sources",Customer referral,"5k to 25k, consistent",Up to 10 percent,Up to 10 percent,Named businesses,Consistent,No,2025-01-30
NG-10368,Limited company,"UK company, corporate owner",Three to five UBOs,General trade,No match,No match,United Kingdom,"Further tax residence, unlisted",Unlisted countries,"Business account, basic",2k to 10k a month,Occasional payments,Power of attorney,"Digital, assisted","Electronic, one source",Direct,"5k to 25k, consistent",10 to 30 percent,None,Named businesses,Resolved on follow-up,No,2024-05-20
NG-10206,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,Consistent,No,2025-02-19
NG-10235,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,Not enabled,Sole party,"Digital, assisted","Electronic, two sources",Comparison site,"Under 5k, consistent",No cash credits,None,Named businesses,Consistent,No,2024-03-15
NG-10195,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-03-25
NG-10108,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",10 to 30 percent,None,Undescribed or sector 5,"Minor, explained",No,2025-05-16
NG-10125,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,FATF increased monitoring,Current account with credit,Under 2k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Over 25k, consistent",Up to 10 percent,Up to 10 percent,Named businesses,Consistent,No,2024-07-06
NG-10019,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,Unsupervised intermediary,"Electronic, two sources",Customer referral,"Under 5k, consistent",30 to 60 percent,Up to 10 percent,Employer and retail,Consistent,No,2024-10-01
NG-10361,Limited company,"UK company, natural owners",One or two UBOs,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",2k to 10k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Customer referral,"5k to 25k, consistent",Up to 10 percent,None,Sector 4 counterparties,Consistent,No,2025-12-16
NG-10333,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Over 10k a month,Occasional payments,Sole party,Branch,"Electronic, one source",Direct,"5k to 25k, consistent",30 to 60 percent,None,Sector 4 counterparties,Consistent,No,2025-12-28
NG-10245,Personal,Individual,Natural person,General trade,No match,"Adverse media, unproven",United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, one source",Register checked,"Over 25k, consistent",Up to 10 percent,None,Employer and retail,"Minor, explained",No,2025-12-16
NG-10340,Sole trader,Sole trader or joint,Natural person,General trade,No match,"Adverse media, unproven",United Kingdom,UK tax residence only,Unlisted countries,"Business account, basic",Over 10k a month,Payments to listed country,Sole party,"Digital, assisted","Electronic, two sources",Customer referral,"5k to 25k, consistent",10 to 30 percent,Up to 10 percent,Many individuals,Consistent,Yes,2025-01-21
NG-10290,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Under 2k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2024-09-19
NG-10038,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Over 60 percent,None,Many individuals,"Minor, explained",No,2024-07-22
NG-10018,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-11-22
NG-10099,Personal,Individual,Natural person,Employed or pension,No match,False positive,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",2k to 10k a month,Occasional payments,"Mandate, evidenced","Digital, assisted","Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-06-20
NG-10031,Personal,Individual,Natural person,Employed or pension,No match,False positive,United Kingdom,UK tax residence only,Unlisted countries,Current account with credit,Under 2k a month,Occasional payments,"Joint, related","Digital, own app","Electronic, one source",Direct,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-03-20
NG-10229,Personal,Sole trader or joint,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,"Enabled, unused",Sole party,Branch,Uncorroborated documents,Direct,"5k to 25k, consistent",10 to 30 percent,Up to 10 percent,Employer and retail,Consistent,No,2024-03-08
NG-10266,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,"Current account, no overdraft",No cash facility,Occasional payments,Sole party,"Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,Up to 10 percent,Named businesses,Consistent,No,2024-06-22
NG-10058,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,Telephone and branch,"Electronic, two sources",Customer referral,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2025-11-10
NG-10228,Personal,Individual,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Comparison site,"5k to 25k, consistent",Up to 10 percent,None,Named businesses,Consistent,No,2024-06-27
NG-10201,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, assisted",Documents face to face,Direct,"Under 5k, consistent",Up to 10 percent,None,Named businesses,Consistent,No,2024-12-19
NG-10082,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Not enabled,"Joint, related","Digital, own app",Documents face to face,Comparison site,"Over 25k, consistent",Up to 10 percent,10 to 40 percent,Employer and retail,Unresolved,No,2024-08-28
NG-10148,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused","Joint, related","Digital, own app","Electronic, one source",Direct,"5k to 25k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,Consistent,No,2025-07-25
NG-10049,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Named businesses,Consistent,No,2024-02-23
NG-10265,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,FATF increased monitoring,Savings only,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app",Certified copies,Comparison site,"Under 5k, consistent",30 to 60 percent,Up to 10 percent,Employer and retail,Consistent,No,2024-10-10
NG-10034,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",Up to 10 percent,Over 40 percent,Employer and retail,Consistent,No,2025-10-12
NG-10376,Limited company,"UK company, corporate owner",One or two UBOs,General trade,No match,No match,United Kingdom,"Further tax residence, unlisted",UK only,"Business account, cash and international",Over 10k a month,Regular payments,Sole party,"Digital, own app",Documents face to face,Direct,Unexplained,10 to 30 percent,None,Named businesses,Consistent,No,2025-01-16
NG-10295,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, own app",Documents face to face,Register checked,"Under 5k, consistent",30 to 60 percent,None,Named businesses,Not credible,No,2024-01-26
NG-10302,Sole trader,Sole trader or joint,Natural person,"MSB, TCSP or HVD",No match,No match,United Kingdom,UK tax residence only,"Weaker AML, unlisted","Business account, basic",2k to 10k a month,Occasional payments,Power of attorney,"Digital, assisted",Documents face to face,Comparison site,"5k to 25k, consistent",No cash credits,None,Named businesses,Consistent,No,2025-01-03
NG-10083,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,"Further tax residence, monitored",UK only,Savings only,Under 2k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,Up to 10 percent,Named businesses,Consistent,No,2024-10-29
NG-10332,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",Under 2k a month,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Over 25k, consistent",No cash credits,None,Many individuals,Consistent,No,2025-05-20
NG-10242,Personal,Individual,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",2k to 10k a month,Not enabled,"Mandate, evidenced","Digital, own app",Uncorroborated documents,Customer referral,"Under 5k, consistent",No cash credits,None,Employer and retail,"Minor, explained",No,2024-12-23
NG-10165,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Unresolved,No,2024-06-22
NG-10187,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Over 10k a month,Regular payments,"Joint, related",Branch,"Electronic, one source",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-01-21
NG-10140,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",No cash facility,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-04-04
NG-10147,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,"Enabled, unused",Sole party,"Digital, assisted","Electronic, two sources",Direct,"5k to 25k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,Consistent,No,2024-04-05
NG-10319,Sole trader,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Business account, basic",2k to 10k a month,Occasional payments,"Mandate, evidenced",Telephone and branch,"Electronic, one source",Direct,"Over 25k, consistent",30 to 60 percent,Up to 10 percent,Named businesses,Consistent,No,2025-02-18
NG-10286,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Under 2k a month,Occasional payments,Sole party,"Digital, own app",Documents face to face,Register checked,"Under 5k, consistent",No cash credits,Up to 10 percent,Named businesses,Resolved on follow-up,No,2025-05-11
NG-10257,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,2k to 10k a month,"Enabled, unused","Joint, related","Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-06-08
NG-10156,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,Savings only,Under 2k a month,Regular payments,Power of attorney,"Digital, own app","Electronic, one source",Comparison site,"Under 5k, consistent",10 to 30 percent,Over 40 percent,Many individuals,Consistent,No,2024-07-10
NG-10176,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",2k to 10k a month,Not enabled,Sole party,"Digital, own app","Electronic, one source",Direct,"5k to 25k, consistent",10 to 30 percent,None,Employer and retail,Resolved on follow-up,No,2025-06-14
NG-10226,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",No cash facility,Not enabled,"Joint, related","Digital, own app",Documents face to face,Direct,Above sector expectation,No cash credits,None,Employer and retail,"Minor, explained",No,2025-01-01
NG-10278,Personal,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,"Joint, related","Digital, own app","Electronic, two sources",Comparison site,"Under 5k, consistent",No cash credits,Up to 10 percent,Employer and retail,Consistent,No,2025-08-14
NG-10293,Personal,Sole trader or joint,Natural person,Employed or pension,No match,No match,United Kingdom,"Further tax residence, call for action",UK only,Current account with credit,Under 2k a month,Regular payments,Sole party,"Digital, own app","Electronic, two sources",Comparison site,"Under 5k, consistent",Up to 10 percent,Over 40 percent,Employer and retail,Consistent,No,2025-10-17
NG-10103,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Occasional payments,Sole party,"Digital, own app",Documents face to face,Direct,"Under 5k, consistent",No cash credits,None,Named businesses,Consistent,No,2024-02-29
NG-10210,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,"Enabled, unused","Mandate, evidenced","Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-02-07
NG-10370,Limited company,"Trust, nominee or overseas",One or two UBOs,General trade,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Business account, basic",2k to 10k a month,Not enabled,"Mandate, evidenced","Digital, own app","Electronic, one source",Direct,Above sector expectation,No cash credits,Over 40 percent,Named businesses,Consistent,No,2024-12-23
NG-10244,Personal,Individual,Natural person,Cash-intensive trade,No match,"Adverse media, non-financial",United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,Branch,"Electronic, one source",Direct,"Under 5k, consistent",10 to 30 percent,10 to 40 percent,Employer and retail,Consistent,No,2024-08-30
NG-10059,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,"Further tax residence, monitored",UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,"Digital, assisted","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,"Minor, explained",No,2024-11-18
NG-10181,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, one source",Comparison site,Above sector expectation,No cash credits,Up to 10 percent,Employer and retail,Consistent,No,2025-11-28
NG-10132,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Withdrawal only,Not enabled,Sole party,"Digital, own app","Electronic, two sources",Customer referral,"Under 5k, consistent",No cash credits,Up to 10 percent,Sector 4 counterparties,Resolved on follow-up,No,2024-07-05
NG-10208,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Savings only,Withdrawal only,"Enabled, unused",Sole party,Telephone and branch,"Electronic, two sources",Direct,"5k to 25k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-12-23
NG-10123,Personal,Individual,Natural person,Cash-intensive trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Occasional payments,Sole party,"Digital, own app","Electronic, one source",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-08-23
NG-10218,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,"Digital, assisted","Electronic, one source",Comparison site,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-12-25
NG-10142,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,"Further tax residence, unlisted",Unlisted countries,Savings only,No cash facility,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Employer and retail,Consistent,No,2025-02-24
NG-10036,Personal,Sole trader or joint,Natural person,Employed or pension,No match,False positive,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,Sole party,"Digital, assisted","Electronic, two sources",Direct,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-11-01
NG-10236,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,Not enabled,Sole party,"Digital, assisted","Electronic, two sources",Comparison site,"Under 5k, consistent",No cash credits,None,Named businesses,Consistent,No,2025-04-17
NG-10345,Sole trader,Sole trader or joint,Natural person,Cash-intensive trade,No match,No match,United Kingdom,"Further tax residence, unlisted",FATF call for action,"Business account, basic",Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, one source",Direct,"Over 25k, consistent",10 to 30 percent,None,Named businesses,"Minor, explained",No,2024-06-22
NG-10363,Limited company,"UK company, natural owners",One or two UBOs,Regulated profession,No match,No match,United Kingdom,UK tax residence only,Unlisted countries,"Business account, cash and international",Over 10k a month,Not enabled,"Mandate, evidenced","Digital, own app","Electronic, one source",Register checked,"Over 25k, consistent",Up to 10 percent,Up to 10 percent,Sector 4 counterparties,Consistent,No,2025-01-22
NG-10219,Personal,Individual,Natural person,Employed or pension,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,"Enabled, unused",Sole party,Branch,"Electronic, one source",Direct,"Under 5k, consistent",10 to 30 percent,None,Sector 4 counterparties,Consistent,No,2025-05-06
NG-10214,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,FATF increased monitoring,Current account with credit,Withdrawal only,Occasional payments,Sole party,"Digital, own app","Electronic, two sources",Comparison site,"5k to 25k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-02-11
NG-10292,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Withdrawal only,Not enabled,Sole party,Telephone and branch,"Electronic, one source",Comparison site,"Under 5k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2024-02-11
NG-10071,Personal,Individual,Natural person,Employed or pension,Domestic PEP,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,"Enabled, unused","Mandate, evidenced","Digital, own app",Documents face to face,Customer referral,"Under 5k, consistent",Up to 10 percent,Up to 10 percent,Employer and retail,Consistent,No,2025-11-13
NG-10134,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,Under 2k a month,Not enabled,"Joint, related","Digital, assisted","Electronic, two sources",Customer referral,"5k to 25k, consistent",Up to 10 percent,None,Employer and retail,Consistent,No,2025-05-26
NG-10393,Limited company,"UK company, corporate owner",Three to five UBOs,General trade,No match,False positive,United Kingdom,UK tax residence only,FATF call for action,"Business account, basic",Under 2k a month,Not enabled,"Mandate, evidenced",Telephone and branch,Documents face to face,Direct,"5k to 25k, consistent",Up to 10 percent,Over 40 percent,Named businesses,Consistent,No,2025-06-19
NG-10009,Personal,Individual,Natural person,Regulated profession,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"5k to 25k, consistent",No cash credits,10 to 40 percent,Employer and retail,"Minor, explained",No,2024-09-01
NG-10343,Sole trader,Sole trader or joint,Natural person,"MSB, TCSP or HVD",No match,False positive,United Kingdom,UK tax residence only,UK only,"Business account, cash and international",Under 2k a month,"Enabled, unused",Sole party,"Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",No cash credits,None,Sector 4 counterparties,Consistent,No,2025-01-17
NG-10253,Personal,Individual,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,Current account with credit,No cash facility,Occasional payments,"Joint, related","Digital, own app",Documents face to face,Direct,"5k to 25k, consistent",No cash credits,None,Employer and retail,Consistent,Yes,2025-08-08
NG-10046,Personal,Sole trader or joint,Natural person,General trade,No match,No match,United Kingdom,UK tax residence only,UK only,"Current account, no overdraft",Under 2k a month,Not enabled,Sole party,"Digital, own app","Electronic, one source",Direct,"5k to 25k, consistent",No cash credits,None,Employer and retail,Consistent,No,2024-10-09
NG-10063,Personal,Individual,Natural person,General trade,No match,False positive,United Kingdom,"Further tax residence, unlisted",UK only,Current account with credit,Withdrawal only,"Enabled, unused","Joint, related","Digital, own app","Electronic, two sources",Direct,"Under 5k, consistent",10 to 30 percent,None,Employer and retail,Consistent,No,2025-11-19
